id_match,Team,Core,Mid,Hard,Hard support,Easy support
6079411610,Team Liquid,m`iCKe,Qojqva,Boxi,iNSaNiA,Taiga
6056941914,Natus Vincere,V-Tune,No[o]ne-,RAMZES666,SoNNeikO,RodjER
6056941914,HellRaisers,Cooman,young G,Resolut1on,W_Zayac,lil me alone
6068880793,4 Zoomers,Sammy,Gunnar,Brax,Husky,ocean
6068880793,Simply TOOBASED,boris,iAnnihilate,Monkeys-forever,5up,empyreaN
6024546902,AS Monaco Gambit,dr,Lorenof,AfterLife,Immersion,633
6024546902,Vici Gaming,poyoyo,,old eLeVeN,Pyw,Dy
6067814637,OB.Neon,Natsumi-,Yopaj,Enryu,ctm,Jaunuel
6067814637,Fnatic,Raven,ChYuaN,Deth,jabz,DJ
6070369341,Undying,Timado,Bryle,SabeRLighT,MoonMeander,DuBu
6070369341,4 Zoomers,Sammy,Gunnar,Brax,ocean,Husky
6079209111,Elephant,eurus,Somnus丶M,Yang,fy,Super！
6079209111,Royal Never Give Up,圣子华炼 God King-虎 FEeDeR,狂小石Dstones-,Flyby,Felixciaoba,Redpanda
6058770520,SG esports,Costabile,4dr ♥ Deia,tavo,KJ,Thiolicor
6058770520,Infinity,BernaBerna,PiPi,ArzenT,Pamplona,SexyeYogye
6046061195,Tundra Esports,skiter,Nine,33,Fata,Sneyking
6046061195,Quincy Crew,YS,Quinn,LESLÃO,MSS,LoA
6067890712,OB.Neon,Natsumi-,Yopaj,Enryu,ctm,Jaunuel
6067890712,Fnatic,Raven,ChYuaN,Deth,jabz,DJ
6058324141,Team Spirit,Yatoro,TORONTOTOKYO,Collapse,Miposhka,Mira
6058324141,HellRaisers,Cooman,young G,Resolut1on,W_Zayac,lil me alone
6070412895,4 Zoomers,Brax,Gunnar,Sammy,Husky,ocean
6070412895,Undying,Timado,Bryle,SabeRLighT,MoonMeander,DuBu
6024639368,AS Monaco Gambit,dr,Lorenof,AfterLife,Immersion,633
6024639368,Vici Gaming,poyoyo,,old eLeVeN,Pyw,Dy
6069479087,Fnatic,Raven,ChYuaN,Deth,jabz,DJ
6069479087,TNC Predator,Gabbi,Armel,Bok,Boomy,Tims
6078760980,EHOME,Sylar,Xm,Chalice,xNova,Fade
6078760980,Sparking Arrow Gaming,Ms,7e,Son Goku,XCJ,老猫
6068423829,The Cut,Scourge McDuck,Rusy,Vol,Pingu,Froogoss
6068423829,DogChamp,Creep-,RayLalisa,luki luki,Bloody Nine,yarin
6058842112,SG esports,Costabile,4dr ♥ Deia,tavo,KJ,Thiolicor
6058842112,Infinity,BernaBerna,PiPi,ArzenT,Pamplona,SexyeYogye
6058468809,HellRaisers,Cooman,young G,Resolut1on,W_Zayac,lil me alone
6058468809,Team Spirit,Yatoro,TORONTOTOKYO,Collapse,Miposhka,Mira
6046161478,Quincy Crew,YS,Quinn,LESLÃO,MSS,LoA
6046161478,Tundra Esports,skiter,Nine,33,Fata,Sneyking
6065949277,Army Geniuses,db-,MamangDaya,womy,Lym-,you, K
6065949277,496 Gaming,Drew,hunghung,DatBb,Bombi,Hustla
6080708496,Tundra Esports,skiter,Nine,33,Fata,Sneyking
6080708496,OG,SumaiL,Topson,Ceb,N0tail,Saksa
6078816994,Sparking Arrow Gaming,Ms,7e,Son Goku,XCJ,老猫
6078816994,EHOME,Sylar,Xm,Chalice,xNova,Fade
6068477024,The Cut,Scourge McDuck,Rusy,Vol,Froogoss,Pingu
6068477024,DogChamp,Creep-,RayLalisa,luki luki,Bloody Nine,yarin
6047370399,Virtus.pro,Nightfall,gpk~,DM,Save-,illias
6047370399,Alliance,Nikobaby龙的传人,LIMMP,s4,Handsken,Fng
6056749425,NoPing Esports,hFn k3,DarkMago♥,Oscar,Pandaboo,Matthew
6056749425,Interitus,fcr,Rayuur,,DFlash,AMINN
6058592191,HellRaisers,Cooman,young G,Resolut1on,W_Zayac,lil me alone
6058592191,Team Spirit,Yatoro,TORONTOTOKYO,Collapse,Miposhka,Mira
6080808402,Tundra Esports,skiter,Nine,33,Fata,Sneyking
6080808402,OG,SumaiL,Topson,Ceb,N0tail,Saksa
6080108469,EHOME,Sylar,Xm,Chalice,xNova,Fade
6080108469,Elephant,eurus,Somnus丶M,Yang,fy,Super！
6065999387,496 Gaming,Drew,hunghung,DatBb,Bombi,Hustla
6065999387,Army Geniuses,db-,MamangDaya,womy,you, K,Lym-
6047454799,Alliance,Nikobaby龙的传人,LIMMP,s4,Handsken,Fng
6047454799,Virtus.pro,Nightfall,gpk~,DM,Save-,illias
6068551967,The Cut,Scourge McDuck,Rusy,Vol,Froogoss,Pingu
6068551967,DogChamp,Creep-,RayLalisa,luki luki,Bloody Nine,yarin
6024839000,Nigma,iLTW,Miracle-,MinD_ContRoL,KuroKy,Gh
6024839000,Execration,Palos,Yowe,Nikko,Rr^,BDz
6047550708,Virtus.pro,Nightfall,gpk~,DM,Save-,illias
6047550708,Alliance,Nikobaby龙的传人,LIMMP,s4,Handsken,Fng
6080181199,Elephant,eurus,Somnus丶M,Yang,fy,Super！
6080181199,EHOME,Sylar,Xm,Chalice,xNova,Fade
6056852885,Interitus,fcr,Rayuur,,DFlash,AMINN
6056852885,NoPing Esports,hFn k3,DarkMago♥,Oscar,Matthew,Pandaboo
6024951129,Nigma,iLTW,Miracle-,MinD_ContRoL,KuroKy,Gh
6024951129,Team Secret,MATUMBAMAN,Nisha,zai,Puppey,YapzOr
6054718020,NoTechies,layme,Dame,Fogas,Solo,xsvampire
6054718020,B8,watson;,.',Dendi,Время в никуда,Nofear,[T]SA
6047661988,Quincy Crew,YS,Quinn,MSS,LESLÃO,LoA
6047661988,T1,Ku,Karl,23,Whitemon,Xepher
6066046273,Team Mystery,mks-,mercury,X1aOyU,wayne,QWE
6066046273,Galaxy Racer Esports,inYourdreaM,AlaCrity-,mizu,poloson,Jhocam
6080247712,EHOME,Sylar,Xm,Chalice,xNova,Fade
6080247712,Elephant,eurus,Somnus丶M,Yang,fy,Super！
6068629992,5ManMidas,dnm,RRL,lies,aikster,rayy
6068629992,D2 Hustlers,,Papatooty,Davai Lama,1437,pandaego
6047788894,T1,23,Karl,Ku,Whitemon,Xepher
6047788894,Quincy Crew,YS,Quinn,LESLÃO,MSS,LoA
6025172903,Team Secret,MATUMBAMAN,Nisha,zai,Puppey,YapzOr
6025172903,Nigma,iLTW,Miracle-,MinD_ContRoL,KuroKy,Gh
6077316325,Chicken Fighters,charlie,Supream^,Xibbe,Era,
6077316325,No Bounty Hunter,lowskill,ntakii,BliNcc,Flash,Future
6049229017,Virtus.pro,Nightfall,gpk~,DM,Save-,illias
6049229017,T1,23,Karl,Ku,Whitemon,Xepher
6056746655,Latam Defenders,Cucahook,Black Soul,ΣValqui,Moonlight,Aretes
6056746655,Hokori,Lumière,4nalog <6,Vitaly,elmisho,Gard1ck
6054797926,B8,watson;,.',Dendi,Время в никуда,Nofear,[T]SA
6054797926,NoTechies,layme,Dame,Fogas,Solo,xsvampire
6025259930,INVICTUS GAMING,JT-,Emo,flyfly,kaka,super
6025259930,Team Secret,MATUMBAMAN,Nisha,zai,Puppey,YapzOr
6078481298,Team Magma,shylock,Dust,Tzy丶,kazz,绵绵
6078481298,CDEC,once.,Blood,Beyond,小马,起风了
6068688740,D2 Hustlers,,Papatooty,1437,Davai Lama,pandaego
6068688740,5ManMidas,dnm,RRL,lies,aikster,rayy
6049360832,T1,23,Karl,Ku,Whitemon,Xepher
6049360832,Virtus.pro,Nightfall,gpk~,DM,Save-,illias
6025323952,Team Secret,Nisha,MATUMBAMAN,zai,Puppey,YapzOr
6025323952,INVICTUS GAMING,flyfly,Emo,JT-,kaka,super
6077363549,No Bounty Hunter,lowskill,ntakii,BliNcc,Future,Flash
6077363549,Chicken Fighters,charlie,Supream^,Xibbe,Era,
6049437221,T1,Ku,Karl,23,Whitemon,Xepher
6049437221,Virtus.pro,DM,gpk~,Nightfall,Save-,illias
6078527166,CDEC,once.,Blood,Beyond,小马,起风了
6078527166,Team Magma,shylock,Dust,Tzy丶,kazz,绵绵
6056951677,Hokori,Lumière,4nalog <6,Vitaly,elmisho,Gard1ck
6056951677,Latam Defenders,Cucahook,Black Soul,ΣValqui,Moonlight,Aretes
6046483211,AS Monaco Gambit,dr,Lorenof,AfterLife,Immersion,eine
6046483211,Tundra Esports,skiter,Nine,33,Fata,Sneyking
6025387755,Nigma,iLTW,Miracle-,MinD_ContRoL,KuroKy,Gh
6025387755,INVICTUS GAMING,flyfly,Emo,JT-,kaka,super
6066158092,Cignal Ultra,Abat,Jamesy´,Van,,Grimz
6066158092,South Built Esports,Bensoy,Bob,Samael,Zenki,jobeeezy
6068625727,Arkosh Gaming,Pale Horse,Canus Vulpus,Gremlo,Crow,Aui_2000
6068625727,felt,tae,Yellow Flash,Zore,Koyaanisqatsi,
6046569234,Tundra Esports,skiter,Nine,33,Fata,Sneyking
6046569234,AS Monaco Gambit,dr,Lorenof,AfterLife,Immersion,eine
6078576105,Team Magma,shylock,Dust,Tzy丶,kazz,绵绵
6078576105,CDEC,once.,Blood,Beyond,小马,起风了
6054859816,Trident Clan,Munkushi~,squad1x,Fraser,sQreen,SoulEater
6054859816,Nemiga Gaming,Kiritych~,Ainkrad,TheChosenOne,天堂,Lodine
6024552204,Execration,Palos,Yowe,Nikko,Rr^,BDz
6024552204,Team Secret,MATUMBAMAN,Nisha,zai,Puppey,YapzOr
6046470417,ViKin.gg,Shad,BOOM,KheZu,Seleri,Aramis
6046470417,Team Unique,Palantimos,fn`,Ghostik,Bignum,Slayer
6057015475,Infamous Gaming,𝒑𝒂𝒓𝒌𝒆𝒓,kxy-,Mariano,Michael-,A
6057015475,Omega Gaming,mingatte,Jeimari,Lissex,ShakaLord,Demon
6077447817,Into The Breach,lil pleb,adzantick,malik,Fishman,TANNER
6077447817,Hippomaniacs,SlaweE,Mambos,Tipek,Filminy,Muf
6024633154,Team Secret,MATUMBAMAN,Nisha,zai,Puppey,YapzOr
6024633154,Execration,Palos,Yowe,Nikko,Rr^,BDz
6068735577,Arkosh Gaming,Gremlo,Canus Vulpus,Pale Horse,Crow,Aui_2000
6068735577,felt,tae,Yellow Flash,Zore,,Koyaanisqatsi
6046544052,ViKin.gg,Shad,BOOM,KheZu,Seleri,Aramis
6046544052,Team Unique,Palantimos,fn`,Ghostik,Bignum,Slayer
6078632746,Xtreme  Gaming,OOQ,Storm,AYuNiD,Nado,aqua
6078632746,Aster.Aries,Ulu,phoenix,生死,yoona,Siamese.C
6054926748,Nemiga Gaming,Kiritych~,天堂,TheChosenOne,Ainkrad,Lodine
6054926748,Trident Clan,Munkushi~,squad1x,Fraser,sQreen,SoulEater
6046220760,Nigma,iLTW,Miracle-,MinD_ContRoL,KuroKy,Gh
6046220760,Team Secret,zai,Nisha,MATUMBAMAN,Puppey,YapzOr
6024739769,INVICTUS GAMING,flyfly,Emo,JT-,kaka,super
6024739769,Vici Gaming,poyoyo,,old eLeVeN,Dy,Pyw
6057079568,Infamous Gaming,𝒑𝒂𝒓𝒌𝒆𝒓,kxy-,Mariano,Michael-,A
6057079568,Omega Gaming,mingatte,Jeimari,Lissex,ShakaLord,Demon
6078685621,Aster.Aries,Ulu,phoenix,生死,yoona,Siamese.C
6078685621,Xtreme  Gaming,OOQ,Storm,AYuNiD,Nado,aqua
6077499738,Hippomaniacs,SlaweE,Mambos,Tipek,Filminy,Muf
6077499738,Into The Breach,lil pleb,adzantick,malik,Fishman,TANNER
6067481477,Lilgun,Sanctity-,x123,MaRveL-,Ace12,Hishgee
6067481477,Team SMG,midone,MooN,kpii,- ah fu -,Roddgeee
6068802013,bumble bEE's,EternaLEnVy,Ryoya,Mr.Kingão,Moo,ZFreek
6068802013,DogChamp,Creep-,RayLalisa,luki luki,Bloody Nine,yarin
6024827482,INVICTUS GAMING,flyfly,Emo,JT-,kaka,super
6024827482,Vici Gaming,poyoyo,,old eLeVeN,Dy,Pyw
6046399362,Team Secret,zai,Nisha,MATUMBAMAN,Puppey,YapzOr
6046399362,Nigma,iLTW,Miracle-,MinD_ContRoL,KuroKy,Gh
6056135229,Team Empire,Smiling Knight,depressed kid,Petushara,sayuw,VANSKOR
6056135229,Winstrike Team,DyrachYO,re1bl,chshrct,yamich,pantomem
6078773128,LBZS,Wishing,気,Irving,Cat you,QYQX
6078773128,Team Magma,shylock,Dust,Tzy丶,kazz,绵绵
6046275234,OG,SumaiL,Topson,Ceb,N0tail,Saksa
6046275234,Team Liquid,Illidan Stormrage,Boxi,Qojqva,iNSaNiA,Taiga
6024925076,INVICTUS GAMING,flyfly,Emo,JT-,kaka,super
6024925076,AS Monaco Gambit,dr,Lorenof,AfterLife,Immersion,633
6067538339,Lilgun,x123,Sanctity-,MaRveL-,Ace12,Hishgee
6067538339,Team SMG,midone,MooN,kpii,- ah fu -,Roddgeee
6078763173,Hellbear Smashers,Ace,BoraNija,rASmus,Gilgir,tOfu
6078763173,Ghost Frogs,Crystallis,MTD,Tobi,MiLAN,j4
6046389369,Team Liquid,Illidan Stormrage,Qojqva,Boxi,iNSaNiA,Taiga
6046389369,OG,SumaiL,Topson,Ceb,N0tail,Saksa
6068855353,bumble bEE's,EternaLEnVy,Ryoya,Mr.Kingão,Moo,ZFreek
6068855353,DogChamp,Creep-,RayLalisa,luki luki,Bloody Nine,yarin
6078833569,LBZS,Wishing,気,Irving,Cat you,QYQX
6078833569,Team Magma,shylock,Dust,Tzy丶,kazz,绵绵
6025014333,AS Monaco Gambit,dr,Lorenof,AfterLife,Immersion,633
6025014333,INVICTUS GAMING,flyfly,Emo,JT-,kaka,super
6056228969,Winstrike Team,DyrachYO,re1bl,chshrct,yamich,pantomem
6056228969,Team Empire,Smiling Knight,depressed kid,Petushara,sayuw,VANSKOR
6047895488,AS Monaco Gambit,dr,Lorenof,AfterLife,Immersion,eine
6047895488,ViKin.gg,Shad,BOOM,KheZu,Seleri,Aramis
6057149049,BINOMISTAS,,mini,SexyFat,NUAGES,jupiter
6057149049,Inverse,QUESADILLA,Migi,Meley,Slaw,Flakks
6067481645,Execration,Palos,Yowe,Nikko,Rr^,BDz
6067481645,496 Gaming,Drew,hunghung,DatBb,Bombi,Hustla
6047991403,ViKin.gg,Shad,BOOM,KheZu,Seleri,Aramis
6047991403,AS Monaco Gambit,dr,Lorenof,AfterLife,Immersion,eine
6078846132,Ghost Frogs,Crystallis,MTD,Tobi,MiLAN,j4
6078846132,Hellbear Smashers,Ace,BoraNija,rASmus,Gilgir,tOfu
6068895002,D2 Hustlers,,Papatooty,Davai Lama,1437,pandaego
6068895002,Arkosh Gaming,Pale Horse,Canus Vulpus,Gremlo,Crow,Aui_2000
6078906548,phoenix gaming,shiro,一,dolme,zzq,plAnet
6078906548,Aster.Aries,Ulu,phoenix,生死,yoona,Siamese.C
6026011973,Evil Geniuses,Arteezy,Abed,iceiceice,Fly,Cr1t-
6026011973,TNC Predator,Gabbi,Armel,Bok,Boomy,Tims
6047897871,Nigma,iLTW,Miracle-,MinD_ContRoL,KuroKy,Gh
6047897871,OG,SumaiL,Topson,Ceb,N0tail,Saksa
6056136378,Team Unique,Palantimos,fn`,Ghostik,Slayer,Bignum
6056136378,B8,watson;,.',Dendi,Время в никуда,Nofear,[T]SA
6026091566,TNC Predator,Gabbi,Armel,Bok,Boomy,Tims
6026091566,Evil Geniuses,Arteezy,Abed,iceiceice,Fly,Cr1t-
6078995664,phoenix gaming,shiro,一,dolme,plAnet,zzq
6078995664,Aster.Aries,Ulu,phoenix,生死,yoona,Siamese.C
6047986029,OG,SumaiL,Topson,Ceb,N0tail,Saksa
6047986029,Nigma,iLTW,Miracle-,MinD_ContRoL,KuroKy,Gh
6078913575,Ghost Frogs,Crystallis,MTD,Tobi,MiLAN,j4
6078913575,Hellbear Smashers,Ace,BoraNija,rASmus,Gilgir,tOfu
6067538989,496 Gaming,Drew,hunghung,DatBb,Bombi,Hustla
6067538989,Execration,Palos,Yowe,Nikko,Rr^,BDz
6057225124,Hokori,Lumière,4nalog <6,Vitaly,Gard1ck,elmisho
6057225124,NoPing Esports,hFn k3,DarkMago♥,Oscar,Pandaboo,Matthew
6068940251,Arkosh Gaming,Pale Horse,Canus Vulpus,Gremlo,Crow,Aui_2000
6068940251,D2 Hustlers,,Papatooty,Davai Lama,1437,pandaego
6078767378,Chicken Fighters,charlie,Supream^,Xibbe,Era,
6078767378,ViKin.gg,Shad,BOOM,KheZu,Seleri,Aramis
6048044058,OG,SumaiL,Topson,Ceb,N0tail,Saksa
6048044058,Nigma,iLTW,Miracle-,MinD_ContRoL,KuroKy,Gh
6079109141,Aster.Aries,Ulu,phoenix,生死,yoona,Siamese.C
6079109141,phoenix gaming,shiro,一,dolme,plAnet,zzq
6026219483,beastcoast,k1,Chris luck,Wisper,ST!NG3R,Scofield:❤KAT
6026219483,PSG.LGD,萧瑟,NothingToSay,Faith_bian,XinQ,y`
6078835307,ViKin.gg,Shad,BOOM,KheZu,Seleri,Aramis
6078835307,Chicken Fighters,charlie,Supream^,Xibbe,Era,
6056205424,B8,watson;,.',Dendi,Время в никуда,Nofear,[T]SA
6056205424,Team Unique,Palantimos,fn`,Ghostik,Slayer,Bignum
6067608148,Execration,Palos,Yowe,Nikko,Rr^,BDz
6067608148,496 Gaming,Drew,hunghung,DatBb,Bombi,Hustla
6048938116,ViKin.gg,Shad,BOOM,KheZu,Seleri,Aramis
6048938116,Alliance,Nikobaby龙的传人,LIMMP,s4,Handsken,Fng
6079001945,Into The Breach,lil pleb,adzantick,malik,Fishman,TANNER
6079001945,Brame,Focus.,W1sh-,Skylark,SsaSpartan,CTOMAHEH1
6026361127,beastcoast,k1,Chris luck,Wisper,ST!NG3R,Scofield:❤KAT
6026361127,PSG.LGD,萧瑟,NothingToSay,Faith_bian,XinQ,y`
6069930421,bumble bEE's,EternaLEnVy,Ryoya,Mr.Kingão,Moo,ZFreek
6069930421,Simply TOOBASED,boris,iAnnihilate,Monkeys-forever,5up,empyreaN
6079903917,Team Magma,shylock,Dust,Tzy丶,kazz,绵绵
6079903917,Sparking Arrow Gaming,Ms,7e,Son Goku,XCJ,老猫
6079071958,Into The Breach,lil pleb,adzantick,malik,Fishman,TANNER
6079071958,Brame,Focus.,W1sh-,Skylark,SsaSpartan,CTOMAHEH1
6057282874,NoPing Esports,hFn k3,DarkMago♥,Oscar,Pandaboo,Matthew
6057282874,Hokori,Lumière,4nalog <6,Vitaly,Gard1ck,elmisho
6049053288,Alliance,Nikobaby龙的传人,LIMMP,s4,Handsken,Fng
6049053288,ViKin.gg,Shad,BOOM,KheZu,Seleri,Aramis
6070040465,bumble bEE's,EternaLEnVy,Ryoya,Mr.Kingão,Moo,ZFreek
6070040465,Simply TOOBASED,boris,iAnnihilate,Monkeys-forever,5up,empyreaN
6026468379,Team Liquid,m`iCKe,SumaiL,Qojqva,iNSaNiA,Taiga
6026468379,Vici Gaming,poyoyo,,old eLeVeN,Dy,Pyw
6079202085,Into The Breach,lil pleb,adzantick,malik,Fishman,TANNER
6079202085,Brame,Focus.,W1sh-,Skylark,SsaSpartan,CTOMAHEH1
6067596085,Ωmega Esports,Tino,Mac,SamH,cml,Shanks
6067596085,Galaxy Racer Esports,inYourdreaM,AlaCrity-,mizu,poloson,Jhocam
6079953535,Team Magma,shylock,Dust,Tzy丶,kazz,绵绵
6079953535,Sparking Arrow Gaming,Ms,7e,Son Goku,XCJ,老猫
6070130213,bumble bEE's,EternaLEnVy,Ryoya,Mr.Kingão,Moo,ZFreek
6070130213,Simply TOOBASED,boris,iAnnihilate,Monkeys-forever,5up,empyreaN
6056316785,Nemiga Gaming,Kiritych~,Ainkrad,TheChosenOne,天堂,Lodine
6056316785,EXTREMUM,nefrit,mellojul,Blizzy,G,Chu
6048937284,OG,SumaiL,Topson,Ceb,N0tail,Saksa
6048937284,Quincy Crew,YS,Quinn,LESLÃO,MSS,LoA
6057335567,Infamous Gaming,𝒑𝒂𝒓𝒌𝒆𝒓,kxy-,Mariano,Michael-,A
6057335567,BINOMISTAS,,mini,SexyFat,NUAGES,jupiter
6070245400,Black N Yellow,Yamsun,esK,zero,FLee,Jubei
6070245400,Arkosh Gaming,Pale Horse,Canus Vulpus,Gremlo,Crow,Aui_2000
6078923814,Spider Pigzs,Koma`,No!ob™,Funn1k,LeBronDota,dnz
6078923814,Team Bald Reborn,Gorgc,Xcalibur,Rajjix,pieliedie,Pablo
6049050352,Quincy Crew,LESLÃO,Quinn,YS,MSS,LoA
6049050352,OG,SumaiL,Topson,Ceb,N0tail,Saksa
6070298419,Arkosh Gaming,Gremlo,Canus Vulpus,Pale Horse,Crow,Aui_2000
6070298419,Black N Yellow,zero,esK,Yamsun,FLee,Jubei
6080001045,Royal Never Give Up,圣子华炼 God King-虎 FEeDeR,狂小石Dstones-,Flyby,Felixciaoba,Redpanda
6080001045,Aster.Aries,Ulu,phoenix,生死,yoona,Siamese.C
6026574176,Team Liquid,m`iCKe,SumaiL,Qojqva,iNSaNiA,Taiga
6026574176,Vici Gaming,poyoyo,,old eLeVeN,Pyw,Dy
6067666906,Ωmega Esports,Tino,Mac,SamH,cml,Shanks
6067666906,Galaxy Racer Esports,inYourdreaM,AlaCrity-,mizu,poloson,Jhocam
6079148465,Spider Pigzs,Funn1k,No!ob™,Koma`,LeBronDota,dnz
6079148465,Team Bald Reborn,Rajjix,Xcalibur,Gorgc,pieliedie,Pablo
6070459198,bumble bEE's,EternaLEnVy,Ryoya,Mr.Kingão,Moo,ZFreek
6070459198,Black N Yellow,Yamsun,esK,zero,FLee,Jubei
6057384149,BINOMISTAS,,mini,SexyFat,NUAGES,jupiter
6057384149,Infamous Gaming,𝒑𝒂𝒓𝒌𝒆𝒓,kxy-,Mariano,Michael-,A
6056416709,EXTREMUM,nefrit,mellojul,Blizzy,G,Chu
6056416709,Nemiga Gaming,Kiritych~,Ainkrad,TheChosenOne,天堂,Lodine
6079261923,Chicken Fighters,charlie,Supream^,Xibbe,Era,
6079261923,Hellbear Smashers,Ace,BoraNija,rASmus,Gilgir,tOfu
6026675519,Vici Gaming,poyoyo,,old eLeVeN,Dy,Pyw
6026675519,TNC Predator,Gabbi,Armel,Bok,Boomy,Tims
6070512304,bumble bEE's,EternaLEnVy,Ryoya,Mr.Kingão,Moo,ZFreek
6070512304,Black N Yellow,Yamsun,esK,zero,FLee,Jubei
6080048932,Royal Never Give Up,圣子华炼 God King-虎 FEeDeR,狂小石Dstones-,Flyby,Felixciaoba,Redpanda
6080048932,Aster.Aries,Ulu,phoenix,生死,yoona,Siamese.C
6049557684,OG,SumaiL,Topson,Ceb,N0tail,Saksa
6049557684,Alliance,s4,LIMMP,Nikobaby龙的传人,Handsken,Fng
6079386505,Chicken Fighters,charlie,Supream^,Xibbe,Era,
6079386505,Hellbear Smashers,Ace,BoraNija,rASmus,Gilgir,tOfu
6026757158,TNC Predator,Gabbi,Armel,Bok,Boomy,Tims
6026757158,Vici Gaming,poyoyo,,old eLeVeN,Dy,Pyw
6070583719,bumble bEE's,EternaLEnVy,Ryoya,Mr.Kingão,Moo,ZFreek
6070583719,Black N Yellow,Yamsun,esK,zero,FLee,Jubei
6057429141,Infamous Gaming,𝒑𝒂𝒓𝒌𝒆𝒓,kxy-,Mariano,Michael-,A
6057429141,BINOMISTAS,,mini,SexyFat,NUAGES,jupiter
6067657925,Cignal Ultra,Abat,Jamesy´,Van,,Grimz
6067657925,Motivate.Trust Gaming,JaCkky,Fearless,Masaros,LionaX,Q
6080339905,Royal Never Give Up,圣子华炼 God King-虎 FEeDeR,狂小石Dstones-,Flyby,Felixciaoba,Redpanda
6080339905,Team Magma,shylock,Dust,Tzy丶,kazz,绵绵
6079470359,Spider Pigzs,Koma`,No!ob™,Funn1k,LeBronDota,dnz
6079470359,Into The Breach,lil pleb,adzantick,malik,Fishman,TANNER
6026013605,Team Liquid,m`iCKe,SumaiL,Qojqva,iNSaNiA,Taiga
6026013605,beastcoast,k1,Chris luck,Wisper,Scofield:❤KAT,ST!NG3R
6071803988,4 Zoomers,Sammy,Gunnar,Brax,Husky,ocean
6071803988,bumble bEE's,EternaLEnVy,Ryoya,Mr.Kingão,Moo,ZFreek
6056582479,Nemiga Gaming,Kiritych~,Ainkrad,TheChosenOne,天堂,Lodine
6056582479,EXTREMUM,Blizzy,mellojul,nefrit,G,Chu
6080395234,Royal Never Give Up,圣子华炼 God King-虎 FEeDeR,狂小石Dstones-,Flyby,Felixciaoba,Redpanda
6080395234,Team Magma,shylock,Dust,Tzy丶,kazz,绵绵
6079532974,Spider Pigzs,Koma`,No!ob™,Funn1k,LeBronDota,dnz
6079532974,Into The Breach,lil pleb,adzantick,malik,Fishman,TANNER
6026106253,Team Liquid,m`iCKe,SumaiL,Qojqva,iNSaNiA,Taiga
6026106253,beastcoast,k1,Chris luck,Wisper,ST!NG3R,Scofield:❤KAT
6071914455,4 Zoomers,Sammy,Gunnar,Brax,Husky,ocean
6071914455,bumble bEE's,EternaLEnVy,Ryoya,Mr.Kingão,Moo,ZFreek
6080459928,Royal Never Give Up,圣子华炼 God King-虎 FEeDeR,狂小石Dstones-,Flyby,Felixciaoba,Redpanda
6080459928,Team Magma,shylock,Dust,Tzy丶,kazz,绵绵
6067705179,Cignal Ultra,Abat,Jamesy´,Van,,Grimz
6067705179,Motivate.Trust Gaming,JaCkky,Fearless,Masaros,LionaX,Q
6058377114,EGOBOYS,Rises,Alone~,Drakeel,Tano,Cara
6058377114,NoPing Esports,hFn k3,DarkMago♥,Oscar,Pandaboo,Matthew
6071984808,4 Zoomers,Brax,Gunnar,Sammy,Husky,ocean
6071984808,bumble bEE's,EternaLEnVy,Ryoya,Mr.Kingão,Moo,ZFreek
6026231485,Team Spirit,Yatoro,TORONTOTOKYO,Collapse,Miposhka,Mira
6026231485,Evil Geniuses,iceiceice,Abed,Arteezy,Fly,Cr1t-
6081496014,Elephant,eurus,Somnus丶M,Yang,fy,Super！
6081496014,Team Magma,shylock,Dust,Tzy丶,kazz,绵绵
6049652918,Alliance,Nikobaby龙的传人,LIMMP,s4,Handsken,Fng
6049652918,OG,SumaiL,Topson,Ceb,N0tail,Saksa
6056389893,Fantastic Five,rari,Askold,Lasthero-,633,Le don
6056389893,AS Monaco Gambit,dr,Lorenof,AfterLife,Immersion,eine
6072077922,Undying,Timado,Bryle,SabeRLighT,MoonMeander,DuBu
6072077922,4 Zoomers,Sammy,Gunnar,Brax,Husky,ocean
6080362759,Chicken Fighters,charlie,Supream^,Xibbe,Era,
6080362759,Team Liquid,m`iCKe,Qojqva,Boxi,iNSaNiA,Taiga
6081547301,Team Magma,shylock,Dust,Tzy丶,kazz,绵绵
6081547301,Elephant,eurus,Somnus丶M,Yang,fy,Super！
6072143944,4 Zoomers,Sammy,Gunnar,Brax,Husky,ocean
6072143944,Undying,Timado,Bryle,SabeRLighT,MoonMeander,DuBu
6067770560,Execration,Palos,Yowe,Nikko,Rr^,BDz
6067770560,Team SMG,midone,MooN,kpii,Roddgeee,- ah fu -
6080417552,Chicken Fighters,charlie,Supream^,Xibbe,Era,
6080417552,Team Liquid,m`iCKe,Qojqva,Boxi,iNSaNiA,Taiga
6058494460,NoPing Esports,hFn k3,DarkMago♥,Oscar,Pandaboo,Matthew
6058494460,EGOBOYS,Rises,Alone~,Drakeel,Tano,Cara
6081649693,Elephant,eurus,Somnus丶M,Yang,fy,Super！
6081649693,EHOME,Sylar,Xm,Chalice,xNova,Fade
6050625911,T1,23,Karl,Ku,Whitemon,Xepher
6050625911,Alliance,Nikobaby龙的传人,LIMMP,s4,Handsken,Fng
6080517396,Spider Pigzs,Koma`,No!ob™,Funn1k,LeBronDota,dnz
6080517396,Nigma,iLTW,Miracle-,MinD_ContRoL,KuroKy,Gh
6081734536,EHOME,Sylar,Xm,Chalice,Fade,xNova
